Date,Close,High,Low,Open,Volume,"('Close', 'UAVS')","('High', 'UAVS')","('Low', 'UAVS')","('Open', 'UAVS')","('Volume', 'UAVS')"
2025-04-24,1.1399999856948853,1.1399999856948853,1.0700000524520874,1.0700000524520874,213800.0,,,,,
2025-04-25,1.1100000143051147,1.149999976158142,1.090000033378601,1.1100000143051147,141000.0,,,,,
2025-04-28,1.1299999952316284,1.1399999856948853,1.090000033378601,1.1399999856948853,127000.0,,,,,
2025-04-29,0.959999978542328,1.0800000429153442,0.9200000166893004,1.0800000429153442,795200.0,,,,,
2025-04-30,0.800000011920929,0.949999988079071,0.7200000286102295,0.949999988079071,1071600.0,,,,,
2025-05-01,0.75,0.8199999928474426,0.75,0.8199999928474426,473100.0,,,,,
2025-05-02,0.9300000071525574,0.949999988079071,0.7799999713897705,0.800000011920929,1163600.0,,,,,
2025-05-05,0.8700000047683716,0.9399999976158142,0.8500000238418579,0.9300000071525574,427900.0,,,,,
2025-05-06,0.8799999952316284,0.8899999856948853,0.8299999833106995,0.8700000047683716,140900.0,,,,,
2025-05-07,0.8799999952316284,0.8999999761581421,0.8299999833106995,0.8500000238418579,170300.0,,,,,
2025-05-08,0.9100000262260436,0.9300000071525574,0.8500000238418579,0.9100000262260436,297500.0,,,,,
2025-05-09,0.8999999761581421,0.9399999976158142,0.8799999952316284,0.9300000071525574,193100.0,,,,,
2025-05-12,0.8899999856948853,0.9900000095367432,0.8600000143051147,0.949999988079071,456600.0,,,,,
2025-05-13,0.949999988079071,0.9800000190734864,0.8700000047683716,0.8899999856948853,1019600.0,,,,,
2025-05-14,0.8799999952316284,0.9800000190734864,0.8600000143051147,0.9399999976158142,717700.0,,,,,
2025-05-15,0.8700000047683716,0.8899999856948853,0.8399999737739563,0.8899999856948853,290000.0,,,,,
2025-05-16,0.9100000262260436,0.9700000286102296,0.8399999737739563,0.9300000071525574,1724000.0,,,,,
2025-05-19,0.8899999856948853,0.9200000166893004,0.8600000143051147,0.9100000262260436,305500.0,,,,,
2025-05-20,0.8199999928474426,0.9100000262260436,0.800000011920929,0.8799999952316284,390900.0,,,,,
2025-05-21,0.7799999713897705,0.8299999833106995,0.75,0.8199999928474426,581600.0,,,,,
2025-05-22,0.8100000023841858,0.8199999928474426,0.75,0.7799999713897705,400800.0,,,,,
2025-05-23,0.8100000023841858,0.8199999928474426,0.7799999713897705,0.800000011920929,169900.0,,,,,
2025-05-27,0.8600000143051147,0.8600000143051147,0.7900000214576721,0.8100000023841858,294500.0,,,,,
2025-05-28,0.8500000238418579,0.8799999952316284,0.8299999833106995,0.8299999833106995,223500.0,,,,,
2025-05-29,0.8600000143051147,0.8700000047683716,0.8199999928474426,0.8700000047683716,124500.0,,,,,
2025-05-30,0.7900000214576721,0.8500000238418579,0.7900000214576721,0.8500000238418579,149100.0,,,,,
2025-06-02,1.2899999618530271,1.4800000190734863,0.8100000023841858,0.8500000238418579,26931100.0,,,,,
2025-06-03,1.2300000190734863,1.4299999475479126,1.149999976158142,1.1699999570846558,4648300.0,,,,,
2025-06-04,1.059999942779541,1.2400000095367432,1.0399999618530271,1.2300000190734863,3752300.0,,,,,
2025-06-05,1.059999942779541,1.309999942779541,1.0199999809265137,1.1100000143051147,5342000.0,,,,,
2025-06-06,1.2400000095367432,1.440000057220459,1.0700000524520874,1.1200000047683716,10485800.0,,,,,
2025-06-09,1.4700000286102295,1.6399999856948853,1.309999942779541,1.409999966621399,21321800.0,,,,,
2025-06-10,1.399999976158142,1.600000023841858,1.3200000524520874,1.5800000429153442,5663400.0,,,,,
2025-06-11,1.190000057220459,1.3899999856948853,1.1299999952316284,1.3899999856948853,4967700.0,,,,,
2025-06-12,1.2000000476837158,1.2599999904632568,1.1299999952316284,1.2100000381469729,2770800.0,,,,,
2025-06-13,1.2999999523162842,1.399999976158142,1.1699999570846558,1.340000033378601,6448600.0,,,,,
2025-06-16,1.5299999713897705,1.5800000429153442,1.2799999713897705,1.340000033378601,7739800.0,,,,,
2025-06-17,1.2899999618530271,1.559999942779541,1.2100000381469729,1.559999942779541,5608500.0,,,,,
2025-06-18,1.2599999904632568,1.340000033378601,1.25,1.309999942779541,2316300.0,,,,,
2025-06-20,1.159999966621399,1.2699999809265137,1.0800000429153442,1.2699999809265137,3903300.0,,,,,
2025-06-23,1.1200000047683716,1.1399999856948853,0.9700000286102296,1.1100000143051147,3024000.0,,,,,
2025-06-24,1.059999942779541,1.1299999952316284,1.0199999809265137,1.1200000047683716,1421400.0,,,,,
2025-06-25,1.1200000047683716,1.149999976158142,1.059999942779541,1.0700000524520874,2176500.0,,,,,
2025-06-26,1.149999976158142,1.159999966621399,1.0800000429153442,1.1200000047683716,1561400.0,,,,,
2025-06-27,1.0800000429153442,1.1699999570846558,1.059999942779541,1.1699999570846558,1053400.0,,,,,
2025-06-30,1.0299999713897705,1.1399999856948853,1.0299999713897705,1.0800000429153442,2014700.0,,,,,
2025-07-01,1.0800000429153442,1.1100000143051147,1.0099999904632568,1.0299999713897705,1019700.0,,,,,
2025-07-02,1.100000023841858,1.1100000143051147,1.0700000524520874,1.0700000524520874,755400.0,,,,,
2025-07-03,1.090000033378601,1.1299999952316284,1.0800000429153442,1.1100000143051147,415800.0,,,,,
2025-07-07,1.149999976158142,1.2000000476837158,1.090000033378601,1.1299999952316284,1631100.0,,,,,
2025-07-08,1.149999976158142,1.1799999475479126,1.1100000143051147,1.1699999570846558,724600.0,,,,,
2025-07-09,1.2000000476837158,1.2300000190734863,1.1399999856948853,1.159999966621399,1384500.0,,,,,
2025-07-10,1.2400000095367432,1.2699999809265137,1.1699999570846558,1.2300000190734863,6269800.0,,,,,
2025-07-11,1.600000023841858,1.6299999952316284,1.3200000524520874,1.409999966621399,15316600.0,,,,,
2025-07-14,1.4900000095367432,1.7799999713897705,1.4199999570846558,1.7599999904632568,12827800.0,,,,,
2025-07-15,1.2599999904632568,1.4299999475479126,1.25,1.3700000047683716,5637500.0,,,,,
2025-07-16,1.4600000381469729,1.5,1.2799999713897705,1.309999942779541,6679700.0,,,,,
2025-07-17,1.4700000286102295,1.649999976158142,1.409999966621399,1.5499999523162842,6133800.0,,,,,
2025-07-18,2.0199999809265137,2.369999885559082,1.75,2.009999990463257,145846200.0,,,,,
2025-07-21,1.940000057220459,2.6700000762939453,1.8600000143051147,2.380000114440918,32660800.0,,,,,
2025-07-22,2.119999885559082,2.309999942779541,2.0299999713897705,2.2799999713897705,18067800.0,,,,,
2025-07-23,2.970000028610229,2.970000028610229,2.0999999046325684,2.180000066757202,36094100.0,,,,,
2025-07-24,2.9800000190734863,3.609999895095825,2.819999933242798,3.609999895095825,36171700.0,,,,,
2025-07-25,2.75,3.130000114440918,2.609999895095825,2.630000114440918,9822900.0,,,,,
2025-07-28,2.390000104904175,2.8499999046325684,2.390000104904175,2.799999952316284,8757900.0,,,,,
2025-07-29,2.369999885559082,2.740000009536743,2.369999885559082,2.740000009536743,12137000.0,,,,,
2025-07-30,2.069999933242798,2.259999990463257,2.049999952316284,2.0799999237060547,6244600.0,,,,,
2025-07-31,2.009999990463257,2.150000095367432,2.009999990463257,2.0999999046325684,3929200.0,,,,,
2025-08-01,1.919999957084656,2.0199999809265137,1.7999999523162842,1.9299999475479128,4497800.0,,,,,
2025-08-04,2.4100000858306885,2.490000009536743,1.9700000286102293,1.9800000190734863,8566300.0,,,,,
2025-08-05,2.4800000190734863,2.619999885559082,2.220000028610229,2.25,10345200.0,,,,,
2025-08-06,2.309999942779541,2.680000066757202,2.299999952316284,2.559999942779541,7257500.0,,,,,
2025-08-07,2.240000009536743,2.5299999713897705,2.2100000381469727,2.3499999046325684,4922900.0,,,,,
2025-08-08,2.0899999141693115,2.25,2.049999952316284,2.240000009536743,5933100.0,,,,,
2025-08-11,2.0299999713897705,2.150000095367432,1.9800000190734863,2.0799999237060547,3968600.0,,,,,
2025-08-12,2.130000114440918,2.1600000858306885,1.9700000286102293,2.009999990463257,4470900.0,,,,,
2025-08-13,2.150000095367432,2.1700000762939453,2.0799999237060547,2.1600000858306885,3543800.0,,,,,
2025-08-14,2.049999952316284,2.0899999141693115,2.0,2.049999952316284,2667600.0,,,,,
2025-08-15,2.049999952316284,2.400000095367432,2.0199999809265137,2.150000095367432,7473300.0,,,,,
2025-08-18,1.8600000143051147,2.059999942779541,1.8600000143051147,2.039999961853028,4238700.0,,,,,
2025-08-19,1.7599999904632568,1.9700000286102293,1.7300000190734863,1.940000057220459,3903900.0,,,,,
2025-08-20,1.8200000524520876,1.830000042915344,1.659999966621399,1.7100000381469729,2783800.0,,,,,
2025-08-21,1.919999957084656,1.9800000190734863,1.7599999904632568,1.8200000524520876,3548500.0,,,,,
2025-08-22,1.9600000381469729,1.9900000095367432,1.870000004768372,1.9299999475479128,2174700.0,,,,,
2025-08-25,1.940000057220459,1.9600000381469729,1.8600000143051147,1.9299999475479128,1964400.0,,,,,
2025-08-26,2.0999999046325684,2.150000095367432,1.899999976158142,1.909999966621399,4368000.0,,,,,
2025-08-27,1.940000057220459,2.0999999046325684,1.940000057220459,2.0799999237060547,2627000.0,,,,,
2025-08-28,1.9800000190734863,2.0199999809265137,1.919999957084656,1.9600000381469729,1972800.0,,,,,
2025-08-29,1.909999966621399,2.059999942779541,1.909999966621399,2.0,1725500.0,,,,,
2025-09-02,1.850000023841858,1.909999966621399,1.809999942779541,1.8799999952316284,1408500.0,,,,,
2025-09-03,1.830000042915344,1.899999976158142,1.8200000524520876,1.870000004768372,1276600.0,,,,,
2025-09-04,1.7699999809265137,1.850000023841858,1.7200000286102295,1.830000042915344,2182500.0,,,,,
2025-09-05,1.850000023841858,1.870000004768372,1.75,1.7699999809265137,1341600.0,,,,,
2025-09-08,1.940000057220459,1.9600000381469729,1.870000004768372,1.870000004768372,2346300.0,,,,,
2025-09-09,1.909999966621399,1.9600000381469729,1.8799999952316284,1.9299999475479128,1365900.0,,,,,
2025-09-10,2.049999952316284,2.130000114440918,1.8799999952316284,1.909999966621399,5497900.0,,,,,
2025-09-11,1.8600000143051147,1.940000057220459,1.840000033378601,1.8799999952316284,5989800.0,,,,,
2025-09-12,1.7999999523162842,1.8899999856948853,1.7899999618530271,1.870000004768372,3002000.0,,,,,
2025-09-15,1.690000057220459,1.850000023841858,1.6200000047683716,1.830000042915344,4859900.0,,,,,
2025-09-16,1.809999942779541,1.840000033378601,1.7000000476837158,1.7200000286102295,2246000.0,,,,,
2025-09-17,1.7999999523162842,1.919999957084656,1.7799999713897705,1.7999999523162842,2925100.0,,,,,
2025-09-18,1.830000042915344,1.919999957084656,1.830000042915344,1.850000023841858,2470600.0,,,,,
2025-09-19,2.009999990463257,2.0799999237060547,1.809999942779541,1.840000033378601,6960500.0,,,,,
2025-09-22,2.0999999046325684,2.220000028610229,1.899999976158142,2.0199999809265137,5488200.0,,,,,
2025-09-23,2.109999895095825,2.369999885559082,2.0899999141693115,2.1600000858306885,8676400.0,,,,,
2025-09-24,2.140000104904175,2.299999952316284,2.119999885559082,2.1700000762939453,3672100.0,,,,,
2025-09-25,1.9800000190734863,2.0899999141693115,1.919999957084656,2.0,3507300.0,,,,,
2025-09-26,2.039999961853028,2.109999895095825,1.9800000190734863,2.009999990463257,2604800.0,,,,,
2025-09-29,2.039999961853028,2.109999895095825,1.9700000286102293,2.0899999141693115,2463800.0,,,,,
2025-09-30,2.009999990463257,2.2100000381469727,1.9299999475479128,2.039999961853028,4817600.0,,,,,
2025-10-01,2.1700000762939453,2.200000047683716,1.9800000190734863,1.9800000190734863,3085600.0,,,,,
2025-10-02,2.490000009536743,2.549999952316284,2.190000057220459,2.200000047683716,8043400.0,,,,,
2025-10-03,2.5799999237060547,2.630000114440918,2.380000114440918,2.549999952316284,7312900.0,,,,,
2025-10-06,2.890000104904175,2.890000104904175,2.640000104904175,2.680000066757202,6915900.0,,,,,
2025-10-07,2.609999895095825,2.9200000762939453,2.440000057220459,2.890000104904175,8447000.0,,,,,
2025-10-08,2.450000047683716,2.6700000762939453,2.400000095367432,2.650000095367432,3764800.0,,,,,
2025-10-09,2.240000009536743,2.630000114440918,2.200000047683716,2.4600000381469727,6097800.0,,,,,
2025-10-10,2.0999999046325684,2.4200000762939453,2.0999999046325684,2.309999942779541,4276900.0,,,,,
2025-10-13,2.3399999141693115,2.400000095367432,2.0999999046325684,2.180000066757202,4359400.0,,,,,
2025-10-14,2.440000057220459,2.509999990463257,2.130000114440918,2.220000028610229,5399900.0,,,,,
2025-10-15,2.3399999141693115,2.5999999046325684,2.2699999809265137,2.569999933242798,3526300.0,,,,,
2025-10-16,2.1600000858306885,2.5899999141693115,2.140000104904175,2.3499999046325684,5144000.0,,,,,
2025-10-17,2.109999895095825,2.130000114440918,1.950000047683716,2.0899999141693115,4595300.0,,,,,
2025-10-20,,,,,,2.180000066757202,2.25,2.119999885559082,2.1700000762939453,2860600.0
2025-10-21,,,,,,2.0299999713897705,2.180000066757202,2.0,2.1600000858306885,2585600.0
2025-10-22,,,,,,1.9600000381469727,2.0899999141693115,1.8899999856948853,2.0299999713897705,2408800.0
2025-10-23,,,,,,2.0999999046325684,2.130000114440918,1.9800000190734863,1.9900000095367432,1799600.0
2025-10-24,,,,,,2.0799999237060547,2.180000066757202,2.0399999618530273,2.140000104904175,2510500.0
2025-10-27,,,,,,2.009999990463257,2.140000104904175,2.009999990463257,2.0999999046325684,1695500.0
2025-10-28,,,,,,1.899999976158142,2.0299999713897705,1.8799999952316284,2.009999990463257,1863800.0
2025-10-29,,,,,,1.8300000429153442,1.9600000381469727,1.809999942779541,1.899999976158142,2123300.0
2025-10-30,,,,,,1.8600000143051147,1.9199999570846558,1.809999942779541,1.8300000429153442,2653300.0
2025-10-31,,,,,,1.909999966621399,1.9299999475479126,1.8200000524520874,1.8300000429153442,1493400.0
2025-11-03,,,,,,1.75,1.899999976158142,1.75,1.8899999856948853,1678500.0
2025-11-04,,,,,,1.6399999856948853,1.7400000095367432,1.6200000047683716,1.6200000047683716,1609200.0
2025-11-05,,,,,,1.7000000476837158,1.7300000190734863,1.6200000047683716,1.6399999856948853,1175000.0
2025-11-06,,,,,,1.309999942779541,1.649999976158142,1.2899999618530273,1.6200000047683716,3679100.0
2025-11-07,,,,,,1.350000023841858,1.3899999856948853,1.25,1.2799999713897705,2405900.0
2025-11-10,,,,,,1.409999966621399,1.440000057220459,1.3200000524520874,1.399999976158142,1502600.0
2025-11-11,,,,,,1.3899999856948853,1.4199999570846558,1.3600000143051147,1.399999976158142,854600.0
2025-11-12,,,,,,1.3300000429153442,1.4500000476837158,1.2999999523162842,1.3799999952316284,1918400.0
2025-11-13,,,,,,1.2300000190734863,1.3300000429153442,1.1799999475479126,1.309999942779541,1722100.0
2025-11-14,,,,,,1.2400000095367432,1.2799999713897705,1.159999966621399,1.1699999570846558,1116200.0
2025-11-17,,,,,,1.1399999856948853,1.2799999713897705,1.1299999952316284,1.2599999904632568,1359600.0
2025-11-18,,,,,,1.149999976158142,1.190000057220459,1.0700000524520874,1.1100000143051147,1186100.0
2025-11-19,,,,,,1.1100000143051147,1.2000000476837158,1.100000023841858,1.149999976158142,1298800.0
2025-11-20,,,,,,1.059999942779541,1.190000057220459,1.059999942779541,1.1399999856948853,1618500.0
2025-11-21,,,,,,1.1799999475479126,1.2100000381469727,1.0499999523162842,1.059999942779541,1714300.0
2025-11-24,,,,,,1.2400000095367432,1.2599999904632568,1.159999966621399,1.190000057220459,1050600.0
2025-11-25,,,,,,1.2699999809265137,1.3200000524520874,1.190000057220459,1.2599999904632568,1130700.0
2025-11-26,,,,,,1.2799999713897705,1.3300000429153442,1.2400000095367432,1.2599999904632568,1115600.0
2025-11-28,,,,,,1.3200000524520874,1.3700000047683716,1.2799999713897705,1.3200000524520874,530200.0
2025-12-01,,,,,,1.1799999475479126,1.2799999713897705,1.1799999475479126,1.2699999809265137,1470000.0
2025-12-02,,,,,,1.190000057220459,1.2300000190734863,1.1799999475479126,1.1799999475479126,573100.0
2025-12-03,,,,,,1.2899999618530273,1.2899999618530273,1.159999966621399,1.2000000476837158,1322900.0
2025-12-04,,,,,,1.3600000143051147,1.3899999856948853,1.2599999904632568,1.2899999618530273,1968400.0
2025-12-05,,,,,,1.2599999904632568,1.340000033378601,1.2300000190734863,1.340000033378601,1826500.0
2025-12-08,,,,,,1.2100000381469727,1.2699999809265137,1.190000057220459,1.25,1466800.0
2025-12-09,,,,,,1.2799999713897705,1.2999999523162842,1.2000000476837158,1.2300000190734863,1664800.0
2025-12-10,,,,,,1.2000000476837158,1.2799999713897705,1.2000000476837158,1.25,1086700.0
2025-12-11,,,,,,1.159999966621399,1.2100000381469727,1.149999976158142,1.2000000476837158,1204200.0
2025-12-12,,,,,,1.1200000047683716,1.1799999475479126,1.100000023841858,1.1799999475479126,1196200.0
2025-12-15,,,,,,1.059999942779541,1.159999966621399,1.059999942779541,1.149999976158142,1390300.0
2025-12-16,,,,,,1.059999942779541,1.100000023841858,1.0499999523162842,1.0499999523162842,1102100.0
2025-12-17,,,,,,0.9300000071525574,1.0700000524520874,0.9300000071525574,1.059999942779541,3195900.0
2025-12-18,,,,,,0.8899999856948853,0.9700000286102295,0.8500000238418579,0.949999988079071,2896700.0
2025-12-19,,,,,,1.0299999713897705,1.0499999523162842,0.8999999761581421,0.8999999761581421,2450700.0
2025-12-22,,,,,,1.059999942779541,1.1399999856948853,1.0199999809265137,1.0700000524520874,3327000.0
2025-12-23,,,,,,1.034999966621399,1.0700000524520874,1.0199999809265137,1.0499999523162842,563389.0
